GEOID,white,black,hispanic,asian,white_inflow,black_inflow,hispanic_inflow,asian_inflow,Under $50K,$50K - $100K,$100K - $200K,Over $200K,Under $50K_inflow,$50K - $100K_inflow,$100K - $200K_inflow,Over $200K_inflow,Food,Shopping,Work,Health,Religious,Service,Entertainment,Grocery,Education,Arts/Museum,Transportation,Sports,Lean Democrat,Lean Republican,Other,Lean Democrat_inflow,Lean Republican_inflow,Other_inflow
482013220003,0.0431778929188256,0.0221070811744387,0.891882556131261,0.0,0.0,0.0,0.0,0.0,0.7710843373493976,0.1831325301204819,0.0457831325301204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9305019305019305,0.003861003861003861,0.06563706563706563,0.0,0.0,0.0
482013221001,0.124647490129724,0.0146644106034969,0.86068809926678,0.0,0.0,0.0,0.0,0.0,0.7265625,0.234375,0.0390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6932270916334662,0.08167330677290836,0.2250996015936255,0.0,0.0,0.0
482013221002,0.119109947643979,0.0,0.880890052356021,0.0,0.0,0.0,0.0,0.0,0.8059071729957806,0.1223628691983122,0.0717299578059071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.762214983713355,0.10749185667752444,0.13029315960912052,0.0,0.0,0.0
482013221003,0.0971328262141603,0.0,0.90286717378584,0.0,0.0,0.0,0.0,0.0,0.591324200913242,0.2511415525114155,0.1575342465753424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7709677419354839,0.09032258064516129,0.13870967741935483,0.0,0.0,0.0
482013222001,0.0979791794243723,0.0024494794856093,0.886099203919167,0.0030618493570116,0.0,0.0,0.0,0.0,0.7352342158859471,0.1873727087576374,0.054989816700611,0.0224032586558044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738831615120275,0.12027491408934708,0.140893470790378,0.0,0.0,0.0
482013226001,0.359228362877998,0.0,0.640771637122002,0.0,0.0,0.0,0.0,0.0,0.6145648312611013,0.2930728241563055,0.0923623445825932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646766169154229,0.27114427860696516,0.16417910447761194,0.0,0.0,0.0
482013226002,0.199146514935989,0.0033191085822664,0.791370317686107,0.0028449502133712,0.0,0.0,0.0,0.0,0.4195298372513562,0.4231464737793852,0.1573236889692585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6143250688705234,0.21763085399449036,0.16804407713498623,0.0,0.0,0.0
482013226003,0.247817327065144,0.0322364002686367,0.710543989254533,0.0,0.0,0.0,0.0,0.0,0.5782178217821782,0.2732673267326733,0.1207920792079207,0.0277227722772277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6420545746388443,0.18780096308186195,0.17014446227929375,0.0,0.0,0.0
482013227001,0.246410109132682,0.0051694428489373,0.743251005169443,0.0,0.0,0.0,0.0,0.0,0.4759825327510917,0.3689956331877729,0.1179039301310043,0.037117903930131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7152899824253075,0.1608084358523726,0.12390158172231985,0.0,0.0,0.0
482013227002,0.302857142857143,0.0,0.697142857142857,0.0,0.0,0.0,0.0,0.0,0.7156308851224106,0.2015065913370998,0.0828625235404896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6553945249597424,0.178743961352657,0.16586151368760063,0.0,0.0,0.0
482013227003,0.151022548505506,0.0,0.848977451494494,0.0,0.0,0.0,0.0,0.0,0.557504873294347,0.3976608187134502,0.0448343079922027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6859504132231405,0.19173553719008266,0.12231404958677686,0.0,0.0,0.0
